,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
151,Trae Young,ATL,21,60,18,42,35.3,111.2,116.1,-4.9,42.3,1.94,24.1,1.4,10,5.7,12.4,51.9,59.5,33.9,105.18,16,4645
151,Vince Carter,ATL,43,60,19,41,14.6,102,110.1,-8.1,8.1,1.45,12.1,1.9,11.4,6.5,8.3,45.2,47,16.3,104.65,5,1922
151,Zach LaVine,CHI,25,60,20,40,34.8,106.8,111.2,-4.4,21.8,1.23,14.2,1.9,12.5,7,11.5,52.6,56.8,31.2,100.85,13,4382
162,Darius Garland,CLE,20,59,17,42,30.9,105.2,113.8,-8.7,18.2,1.52,20.6,1.4,4.6,3,13.6,47.6,49.8,20.1,100.37,5.7,3830
162,Derrick Jones Jr.,MIA,23,59,34,25,23.3,109.9,110.4,-0.5,6.8,2.07,12.6,4.9,11.5,8.3,6.1,58,62,13.5,99.97,8.7,2858
162,Frank Jackson,NOP,22,59,26,33,13.5,109.9,113.3,-3.4,10.7,1.24,12.9,2.5,7,4.8,10.4,47.6,51,20.3,107.45,5.5,1785
162,George Hill,MIL,34,59,47,12,21.5,112.7,102.1,10.6,19.6,3.16,27.5,3.8,8.6,6.3,8.7,62.4,65.9,15.2,104.84,11.7,2779
162,Goran Dragic,MIA,34,59,37,22,28.2,111.7,108.2,3.5,29.7,2.09,23.5,1.7,9,5.5,11.3,52.6,57.3,24.8,100.66,11.4,3507
162,Jamal Murray,DEN,23,59,38,21,32.3,113,107.7,5.3,22.8,2.24,20.7,2.4,10.1,6.3,9.2,51.9,55.9,24.8,97.48,12.1,3882
162,Jeff Teague,ATL,32,59,22,37,24.8,108,113.7,-5.7,30.6,2.66,30.9,1.7,7.4,4.6,11.6,48,55.7,19.2,104.32,10,3187
162,Marquese Chriss,GSW,22,59,15,44,20.3,103.7,113.2,-9.5,15,1.46,17.6,8.9,21.2,14.8,12,55.6,60.4,18.4,102.49,12.7,2561
162,Patrick Patterson,LAC,31,59,39,20,13.2,107.4,104.9,2.5,7.5,1.95,13.1,4.2,13.6,9,6.7,55.2,58,14.3,104.6,8.5,1694
162,Solomon Hill,MIA,29,59,29,30,18.4,108.7,110.9,-2.1,12.4,2.04,22.7,2.6,11.8,7.3,11.1,50.9,53.5,13.5,104.09,6.7,2348
162,Tony Snell,DET,28,59,18,41,27.8,105.9,111.4,-5.5,11,4.1,23,0.5,6.4,3.4,5.6,57.9,59.8,11,98.42,6.2,3371
173,Brandon Clarke,MEM,23,58,29,29,22.4,107.7,107.8,-0.1,9.2,1.47,12.3,6.7,17.7,12.4,8.3,64.2,66.3,18,106.13,13.9,2866
173,Bruce Brown,DET,23,58,18,40,28.2,106,110.4,-4.3,20.8,2.3,27.7,3.8,13.1,8.4,12,48,51.8,15.9,98,8.3,3339
173,Cam Reddish,ATL,20,58,17,41,26.7,106.9,113.2,-6.3,7.9,0.91,11,2.1,11,6.5,12.1,45.9,50,18.5,105.58,5.9,3398
173,Carmelo Anthony,POR,36,58,28,30,32.8,113.6,113,0.6,6.3,0.85,8.2,3.6,14.5,9.2,9.6,48.5,52.5,21.4,100.55,7.8,3982
173,Cody Zeller,CHA,27,58,18,40,23.1,105.3,113.6,-8.3,11.1,1.17,12.3,11,19.7,15.1,10.5,54.3,57.6,20.1,97.5,11.4,2725
173,Enes Freedom,BOS,28,58,36,22,17,113.8,103.9,9.9,8.4,1,11.2,15.8,25.7,20.8,11.2,57.3,59.9,18.6,100.43,15.3,2061
173,Jevon Carter,PHX,24,58,29,29,16.3,106.3,105.6,0.7,12.9,2.63,22.6,3.1,9,6.1,8.6,54.3,56.3,12.7,103.2,7.3,2019
173,Jimmy Butler,MIA,30,58,38,20,33.8,113.2,108,5.2,28.3,2.76,23.9,5.5,13.9,9.8,8.7,47.4,58.5,24.6,98.25,15.9,4032
173,Kyle Korver,MIL,39,58,43,15,16.6,109,103.7,5.4,9.2,1.42,16.2,1.4,9.1,5.5,11.4,59.9,62,14.5,108.43,7.6,2173
173,Kyle Lowry,TOR,34,58,41,17,36.2,110,104,6,30.9,2.43,27.9,1.5,11.5,6.6,11.5,51.8,59,22.5,102.29,12.5,4475
173,Markieff Morris,LAL,30,58,22,36,20.5,104.1,109.9,-5.8,10,1.01,11.9,3.3,14.4,8.9,11.7,53.9,56.5,20.2,101.21,8.4,2513
173,Marvin Williams,MIL,34,58,21,37,19.5,107.1,109.9,-2.8,7.6,1.82,15.7,2.5,13.2,7.8,8.6,55.1,58.7,12,101.7,7.4,2386
173,P.J. Washington,CHA,21,58,22,36,30.3,103.9,110.1,-6.3,11.5,1.32,14.2,3.2,14.5,8.7,10.8,52.8,54.7,18.4,97.23,8.3,3564
173,Ryan Arcidiacono,CHI,26,58,21,37,16,101.5,105.4,-4,14.3,2.59,25.9,1.9,9.8,5.6,10,53.2,55.1,12.1,102.69,6.1,1988
173,Tony Bradley,UTA,22,58,36,22,11.4,109.4,109.4,0.1,5.1,0.77,8.8,15.8,22.6,19.2,11.5,67.5,68.1,14.7,103.11,12.2,1419
173,Torrey Craig,DEN,29,58,38,20,18.5,107.6,113.3,-5.7,6.1,1.88,13.3,5.8,11.8,8.8,7.1,54.5,55.3,12.3,98.36,5.6,2174
173,Will Barton,DEN,29,58,38,20,33,112.7,106.9,5.8,15.7,2.41,19.4,4,14.7,9.4,8,52.3,54.9,19.7,97.97,10.9,3919
190,Andre Drummond,CLE,26,57,21,36,33,107,112,-5,13.3,0.75,12,12.9,33.6,22.9,16,53.6,55.3,25.3,98.8,15.3,3867
190,Ben Simmons,PHI,23,57,35,22,35.4,109.1,107.3,1.7,33.5,2.28,31.6,5.4,15.9,10.7,13.9,58.1,60.2,20.6,101.09,14.2,4242
190,Bradley Beal,WAS,27,57,20,37,36,113.1,117.6,-4.5,28.5,1.79,17.1,2.4,9.5,5.8,9.5,52,57.9,33.8,103.64,14.3,4432
190,Cameron Johnson,PHX,24,57,28,29,22,109.3,108.3,1,7.8,2.16,13,3.7,10.9,7.2,6,56.5,58.6,15.1,103.9,8.2,2710
190,D.J. Augustin,ORL,32,57,28,29,24.9,106.2,104.6,1.5,28.1,3.05,29.9,1.5,6.7,4.1,9.8,47.5,55.4,18.4,99.57,10.2,2961
190,Frank Ntilikina,NYK,21,57,19,38,20.8,104.8,108.7,-3.9,20.9,2.42,28.7,1.8,8.2,4.9,11.8,45.9,49.7,15.2,99.51,6.3,2460
190,Jalen Brunson,DAL,23,57,34,23,17.9,113.2,105.6,7.6,26.5,2.85,27.9,2.1,10,6.1,9.8,52.2,55.3,19.9,100.74,10.7,2149
190,Jaren Jackson Jr.,MEM,20,57,28,29,28.5,108.3,110.9,-2.6,7.3,0.79,7.7,3.3,12,7.7,9.8,56.5,59.3,23.8,104.4,8.9,3522
190,Jaylen Brown,BOS,23,57,38,19,33.9,113.7,106.8,6.9,9.5,0.94,9.6,3.1,14.9,9,10.1,55.4,58.3,24.5,99.75,11.3,3997
190,Jordan Poole,GSW,21,57,12,45,22.3,101.8,110,-8.2,16,1.81,17.8,0.7,8.7,4.5,9.8,40.6,45.4,20,103.47,5.1,2759
190,Kawhi Leonard,LAC,29,57,41,16,32.4,116.9,104.7,12.2,25.5,1.88,16.2,2.8,17.5,10.3,8.6,52.4,58.9,32.7,100.54,19.1,3874
190,Kristaps Porzingis,DAL,24,57,32,25,31.8,116.1,109.3,6.9,8.8,1.11,8.2,5.2,22.1,13.7,7.4,50.3,55.1,26.3,101.54,12.8,3839
190,Marco Belinelli,SAS,34,57,27,30,15.5,110.8,109.3,1.5,10.2,3.63,16.3,0.8,9.7,5.3,4.5,49.8,53.2,16.6,104.3,7.1,1915
190,Matthew Dellavedova,CLE,29,57,17,40,14.4,103.7,105,-1.2,29.7,3.05,41.9,2.2,6.7,4.5,13.7,41.4,46.3,12.8,101.2,5.9,1735
190,Russell Westbrook,HOU,31,57,36,21,36,110.2,107.1,3.1,34,1.57,19.1,4.4,15.7,10,12.2,49.3,53.6,33,107.33,14.5,4574
190,Tristan Thompson,CLE,29,57,19,38,30.2,105,115.2,-10.1,10.6,1.17,14,12.6,20.7,16.5,12,52,54,18.1,99.12,10.8,3547
206,Bruno Fernando,ATL,21,56,18,38,12.7,102,107.6,-5.6,10.1,1.17,15.8,8.5,17.9,13.1,13.5,53,54.2,14.7,103.78,7.9,1537
206,DeAndre Jordan,BKN,31,56,27,29,22,104,105.8,-1.8,13.2,1.42,20.3,10.5,29.3,20.2,14.3,66.6,68.2,13.6,102.91,16.8,2650
206,E'Twaun Moore,NOP,31,56,27,29,18.2,108.1,110.3,-2.2,11,1.95,13.6,2.7,9.5,6,7,49.8,51,19.6,103.78,7.4,2206
206,Gary Harris,DEN,25,56,37,19,31.8,110.5,107.1,3.4,9.1,1.97,16,1.5,7.7,4.6,8.1,48.7,51.9,15,97.71,6.2,3623
206,Kelly Oubre Jr.,PHX,24,56,22,34,34.5,110.6,110.4,0.2,6.6,1.02,7.7,3.4,15.1,9.2,7.6,51.7,56,21.9,102.5,9.7,4113
206,Kemba Walker,BOS,30,56,37,19,31.1,115.2,108.1,7.1,23.2,2.29,19.6,2,10,6,8.5,52.6,57.5,26.8,100.23,13,3634
206,Kevin Huerter,ATL,21,56,19,37,31.4,107.5,113.6,-6.1,17.1,2.45,22.8,1.9,10.6,6.2,9.3,51.7,53.6,16.9,104.12,7.8,3814
206,Kevin Love,CLE,31,56,16,40,31.8,107.4,115.4,-8,15,1.27,15.8,3,28.6,15.5,12.4,55,59.9,22.5,100.17,14,3727
206,Larry Nance Jr.,CLE,27,56,16,40,26.3,105.6,110.7,-5.1,12.6,2.05,19,6.8,20.9,13.6,9.2,59.6,60.8,15,99.92,12.5,3064
206,RJ Barrett,NYK,20,56,17,39,30.4,105.4,114.5,-9.1,12.7,1.15,12.9,2.7,13.4,7.8,11.2,44.5,47.9,23.4,100.72,7.2,3577
206,Rodney McGruder,LAC,28,56,38,18,15.6,107.6,106.8,0.8,5.5,1.5,14.1,3.2,12.3,7.9,9.4,46.4,47.7,10.1,106.69,4.9,1927
206,Shabazz Napier,WAS,28,56,16,40,24,105.3,109,-3.6,29.5,2.05,28.8,1.8,10,5.6,14.1,49.6,55.2,19.7,103.98,10.2,2917
206,Svi Mykhailiuk,DET,23,56,17,39,22.6,108.6,109.2,-0.6,12,1.74,17.7,1.3,7.1,4.1,10.2,55.2,57.8,16.5,100.15,6.9,2644
206,Terrance Ferguson,OKC,22,56,33,23,22.5,106.7,110.7,-4,5.5,1.65,16.4,1.9,3.9,2.9,10,46.6,48.1,9.2,98.66,0.7,2566
220,Abdel Nader,OKC,26,55,37,18,15.8,100.9,105.2,-4.2,6.8,0.88,10.3,1.6,9.5,5.6,11.6,55.9,59.1,16.4,101.79,7.2,1835
220,Alex Len,SAC,27,55,18,37,17.6,102.3,107.8,-5.4,8.3,0.91,10.6,9.4,20.2,14.9,11.7,58,60,17.6,104.7,11.8,2119
220,Anthony Tolliver,MEM,35,55,24,31,15.9,105.5,111.6,-6,6.4,1.24,15.5,3.5,13,8.2,12.5,49.2,51.3,10.8,103.58,4.9,1886
220,Damian Jones,ATL,25,55,15,40,16.1,104.7,117.3,-12.6,5.7,1.25,12.5,8,15.3,11.5,10,68.5,71.2,11.3,104.69,8,1929
220,Elie Okobo,PHX,22,55,23,32,13.1,105.7,109,-3.2,22.7,3.03,31.4,2.2,10.2,6.1,10.4,46.7,51.6,14.7,100.98,7.9,1505
220,Josh Richardson,PHI,26,55,33,22,30.8,109.3,106,3.3,13.8,1.56,16.6,2.3,7.5,4.9,10.7,49.6,53.3,20,100.38,7.8,3542
220,Malik Beasley,MIN,23,55,30,25,22,109.8,111.6,-1.9,9.3,1.32,10.8,1.4,10.7,5.9,8.2,52.5,54.6,20.8,103.39,8.3,2603
220,Malik Monk,CHA,22,55,18,37,21.3,101.8,112.3,-10.5,16.8,1.48,15.8,2.1,10.8,6.3,10.7,49.4,53,22,98.93,9.1,2420
220,Michael Porter Jr.,DEN,22,55,36,19,16.4,113,112.4,0.7,7.4,0.94,9,7,21.4,14.1,9.6,59,61.7,21.1,101.26,12.3,1909
220,Serge Ibaka,TOR,30,55,40,15,27,108.6,105.5,3.1,8.6,0.71,8.5,7.5,20.5,14.2,12,56.4,58.3,23.6,102.04,12.4,3154
220,Treveon Graham,ATL,26,55,21,34,16.9,103.9,110.1,-6.2,6.9,1.55,13.2,5,9.9,7.4,8.5,42.8,45.6,13,103.76,3.7,1997
220,Tyler Herro,MIA,20,55,34,21,27.4,107.9,109.6,-1.7,13.1,1.39,13.8,1.1,13.1,7.2,9.9,52,55,21.3,100.21,9.9,3164
232,Andrew Wiggins,GSW,25,54,15,39,34.4,107.7,112.8,-5.1,18,1.5,13.9,3.3,11,7,9.3,50.4,53.6,26.9,103.46,10.4,4008
232,Davis Bertans,WAS,27,54,20,34,29.3,113.6,113.9,-0.3,8.1,1.56,11.4,2.1,13,7.4,7.3,59.8,62.8,18.3,105.96,9.4,3493
232,Emmanuel Mudiay,UTA,24,54,34,20,15.7,105.4,107.4,-2,21.2,1.53,20.8,2.1,11.7,7.1,13.6,50.8,54.3,21.8,103.02,9.5,1820
232,Fred VanVleet,TOR,26,54,40,14,35.7,109.1,104.3,4.8,28.1,2.95,26.7,0.9,8.8,5,9.1,50.7,55.3,21.8,100.95,11.6,4060
232,Goga Bitadze,IND,20,54,32,22,8.7,102.2,103.7,-1.4,6.6,0.82,10.6,5.2,14.6,10.3,12.9,49.3,52.3,17,105.77,7.2,1039
232,Malcolm Brogdon,IND,27,54,34,20,30.9,108.1,105.7,2.3,35,2.91,28.6,2.8,12.4,7.8,9.8,48.9,54.1,24.9,98.85,13.6,3436
232,Raul Neto,PHI,28,54,29,25,12.4,103.8,101.1,2.8,21.8,2.02,24.7,1.6,7.2,4.4,12.2,53.2,56.7,18.1,101.49,9.4,1410
232,Willie Cauley-Stein,DAL,26,54,16,38,20.3,102.2,107.7,-5.5,9.8,1.75,15.9,7.2,20.2,13.6,9.1,57.9,58.9,14.4,100.68,11.3,2301
240,Bismack Biyombo,CHA,27,53,18,35,19.4,104.1,110.8,-6.6,7.9,1.04,11.2,11.2,17.8,14.5,10.8,54.3,57,16.8,96.39,9.7,2059
240,LaMarcus Aldridge,SAS,34,53,23,30,33.1,110.2,113.4,-3.2,11.7,1.74,12,5.8,16.2,11,6.9,53.2,57.1,23.6,99.82,12,3642
240,Landry Shamet,LAC,23,53,34,19,27.4,112.5,108.2,4.3,9,2.36,17.6,0.4,5.8,3.2,7.5,54.6,58,13.2,103.11,4.8,3114
240,Mario Hezonja,POR,25,53,24,29,16.4,104.7,114.2,-9.5,8,1.19,14.8,3.2,15.8,9.6,12.5,47.7,52.5,13.5,104.33,6.7,1895
240,Trevor Ariza,POR,35,53,22,31,28.2,109,109.3,-0.3,8.1,1.63,18.1,2.2,13.7,8,11.1,55.7,59.3,11.7,100.74,7.7,3132
245,Gordon Hayward,BOS,30,52,34,18,33.5,113.8,105.4,8.5,17.8,2.21,19.8,3.1,15.9,9.6,9,56.1,59.5,20.6,101.89,13.2,3703
245,Norman Powell,TOR,27,52,40,12,28.4,109.3,104.6,4.6,9.5,1.18,11,1.7,9.8,5.9,9.3,58.6,62.4,21,103.48,10.9,3188
245,Sterling Brown,MIL,25,52,39,13,14.7,104,101.7,2.4,9.4,1.21,14,3.7,16.8,10.5,11.5,45.7,48.6,16.2,106.75,8.2,1717
245,Wes Iwundu,ORL,25,52,23,29,18.3,104.1,104.6,-0.5,8.9,2.31,16.5,2.3,10.9,6.5,7.1,47.6,54.4,13.4,100.73,6.7,2011
249,De'Aaron Fox,SAC,22,51,20,31,32,110.7,114.6,-4,33.6,2.2,23.7,2.1,9.9,5.9,10.7,51.3,55.8,29,102.19,12.4,3487
249,Derrick Favors,NOP,28,51,24,27,24.4,112.1,107.9,4.2,8.7,1.47,16.1,12.1,24.9,18.5,10.9,61.8,62,13.5,104.39,12.9,2703
249,Joel Embiid,PHI,26,51,32,19,29.5,107.2,102,5.2,17.8,0.96,11.7,9.1,27.9,18.7,12.2,51.2,59,31.5,102.07,19.4,3201
249,Kris Dunn,CHI,26,51,19,32,24.9,103.5,103.6,-0.1,19.8,2.54,28.5,1.7,13.2,7.3,11.2,48.7,51,14.5,101.61,8.2,2673
249,Meyers Leonard,MIA,28,51,34,17,20.3,110.4,105.9,4.5,7.5,1.41,16.3,3,21.4,12.6,11.5,62.2,62.7,12.1,98.17,8.5,2106
249,Patrick Beverley,LAC,31,51,38,13,26.3,114.2,104,10.2,18,2.77,30,4,14.5,9.3,10.8,54.8,56,13.1,101.66,8.8,2839
249,Paul Millsap,DEN,35,51,30,21,24.3,113.7,104.5,9.3,9.3,1.19,12.7,7.9,15.7,11.8,10.8,54.3,59.1,19.7,97.82,10.2,2522
256,Derrick Rose,DET,31,50,17,33,26,108.8,112.2,-3.4,37.3,2.21,22.9,2.1,7.1,4.6,10.4,52,55.5,30.3,101.76,14,2755
256,Kevin Porter Jr.,CLE,20,50,15,35,23.2,102,113.2,-11.2,14.7,1.17,16.4,1.8,12.1,6.8,14,50.5,53.5,20.2,100.15,6.9,2416
256,Lauri Markkanen,CHI,23,50,18,32,29.8,105.3,107.3,-2,7.7,0.91,9.1,3.8,17.4,10.4,10,51.7,56,20.9,101.72,10.3,3159
256,Yogi Ferrell,SAC,27,50,20,30,10.6,103.1,104.9,-1.8,19.6,2.46,22.8,1.1,8.5,4.6,9.2,48.4,52.8,18.5,101.57,9.1,1124
260,Avery Bradley,LAL,29,49,36,13,24.2,111.3,104,7.4,7,1.34,12.5,1.5,7.7,4.7,9.3,52.6,53.7,15.3,103.08,5.5,2546
260,Damion Lee,GSW,27,49,12,37,29,105.6,109.7,-4.1,13.9,1.99,17.5,2.1,14.4,8.1,8.8,50,54.8,18.4,103.05,8.9,3055
260,Omari Spellman,MIN,22,49,11,38,18.1,101.2,109.7,-8.5,8.6,0.87,10.8,7.6,15.5,11.4,12.4,50.3,55.1,17.7,102.39,9.8,1898
263,Cody Martin,CHA,24,48,16,32,18.8,104.5,107.7,-3.2,15.4,2.16,25.4,3.9,14,8.6,11.8,47.3,50.5,13.1,98.77,7.6,1853
263,Damyean Dotson,NYK,26,48,14,34,17.4,102.5,107.8,-5.3,10.5,2.71,15,1.1,9.1,5,5.5,51.6,52.7,15.8,101.48,7.9,1771
263,Javonte Green,BOS,26,48,33,15,9.7,103.7,106.2,-2.6,7.9,1.13,13.3,5.1,13.4,9.4,11.8,53.6,56.4,14.9,103.57,8.6,1007
263,Jeff Green,HOU,33,48,28,20,20,105.6,109.4,-3.8,8.2,1.19,10.4,2.4,10.8,6.7,8.8,55.2,59,18.8,103.94,8.6,2076
263,Juancho Hernangomez,MIN,24,48,24,24,17.4,108.6,110.9,-2.3,6.3,1.25,11.4,4.6,18.4,11.1,9.1,49.4,51.8,14.9,105.27,7.2,1822
263,Khem Birch,ORL,27,48,19,29,19.2,102.5,109.5,-7.1,7.9,1.61,18.4,8.9,14.4,11.5,11.4,51,56.6,10.1,99.62,6.9,1916
263,Nassir Little,POR,20,48,22,26,11.9,109.5,112.7,-3.2,5,1.47,10.6,4.8,12,8.4,7.2,47.7,50.5,13.1,104.18,5,1236
263,Paul George,LAC,30,48,34,14,29.6,115,106.3,8.7,20.5,1.48,15.7,1.7,16.1,9.1,10.6,53.9,58.9,29.2,102.25,14.7,3020
263,Rajon Rondo,LAL,34,48,37,11,20.5,108.7,107.3,1.4,34,2.64,35.3,2.2,11.9,7,13.4,48,49.4,18.4,101.73,10.4,2093
263,Rui Hachimura,WAS,22,48,15,33,30.1,108.5,116.7,-8.2,8.8,1.64,11.6,5.1,15.5,10.1,7.1,48.9,53.5,18.9,103.46,9.1,3113
273,Cheick Diallo,PHX,23,47,20,27,10.2,103.9,107.7,-3.8,7.6,0.69,10.3,6.3,20.8,13.6,15,65.1,68.8,16.9,102.11,12.3,1014
273,Mike Conley,UTA,32,47,26,21,29,109.7,107.6,2.1,23.6,2.26,22.5,2.4,8.3,5.4,10,49.4,53.7,22.3,100.61,9.6,2864
273,Mike Muscala,OKC,28,47,26,21,12.2,103.4,105.7,-2.3,10.6,2.35,15.6,2.7,15.6,9.2,6.6,55,56.9,16,104.31,8.3,1248
273,Nickeil Alexander-Walker,NOP,21,47,19,28,12.6,110,113.5,-3.6,21.2,1.65,20.9,1.5,12.2,6.8,12.7,45.5,47.3,23.3,104.6,6.9,1283
273,Rodions Kurucs,BKN,22,47,18,29,14.5,102.8,104.2,-1.4,10.5,1.11,17.5,3.3,14.1,8.8,15.8,54,55.5,14.2,105.86,6.7,1505
273,Timothe Luwawu-Cabarrot,BKN,25,47,20,27,18.1,103.5,104.8,-1.3,5.2,0.78,7.8,3,9.9,6.5,10,55,59.9,16.2,104.28,6.9,1839
273,Troy Daniels,DEN,28,47,34,13,11.3,103.7,103.3,0.4,4.7,1.42,7.8,2,6.8,4.4,5.5,51.1,51.8,15.5,102.59,5.5,1137
280,Hamidou Diallo,OKC,21,46,25,21,19.5,102.8,101.9,0.9,6,0.71,8.8,4.6,12.4,8.6,12.5,47.3,49.1,17.3,102.96,6.1,1919
280,Harry Giles III,SAC,22,46,22,24,14.5,106.7,115,-8.2,13.5,1.36,15.9,6.5,24.1,14.9,11.6,55.4,58,20.6,102.08,10.3,1413
280,Jeremy Lamb,IND,28,46,27,19,28.1,108.9,109.8,-0.9,10.7,1.92,14.2,1.9,13.5,7.9,7.4,50.6,54.7,19.5,99.33,9.5,2683
280,Thomas Bryant,WAS,22,46,15,31,24.9,109.4,116,-6.6,10.7,1.57,13.8,8.1,19.8,13.9,8.8,62.6,64.9,18.5,104.26,13,2493
284,Caris LeVert,BKN,25,45,21,24,29.6,109.8,109.5,0.2,24.2,1.69,17.6,3.4,9.6,6.5,10.4,48,51.4,28.4,102.65,11.1,2839
284,D'Angelo Russell,MIN,24,45,11,34,32.3,106.2,114.3,-8.1,32.7,1.94,20.8,1.1,10.7,5.7,10.7,51.9,55.6,30.5,104.75,12.5,3171
284,Elfrid Payton,NYK,26,45,17,28,27.7,109.4,112.3,-3,34.7,3.36,36,3.9,12.6,8.1,10.7,45.5,47,19,100.5,11.1,2605
284,Jared Dudley,LAL,34,45,30,15,8.1,101.7,98.4,3.3,10.4,3.5,28.9,1.7,11.9,6.9,8.2,55,55.8,8.1,100.67,6,759
284,Ky Bowman,GSW,23,45,9,36,22.6,99.8,108.2,-8.4,20.2,1.87,24.3,2.2,9.3,5.7,13,46.9,49.4,16.8,101.63,6.7,2153
284,Michael Carter-Williams,ORL,28,45,21,24,18.5,109.5,108.1,1.4,19.2,2.1,23.6,5,12.1,8.4,11.3,46.9,53.5,17.5,100.39,9.6,1742
284,Moritz Wagner,WAS,23,45,15,30,18.6,107.2,111.4,-4.2,10,0.85,13.1,6.3,20.2,12.9,15.4,59.2,63.8,17.9,107.45,9.3,1865
291,Boban Marjanovic,DAL,31,44,21,23,9.6,116,110.5,5.5,7.3,0.67,7,15.8,29.8,22.9,10.5,58.3,61.2,25.8,101.49,15.9,892
291,Chris Silva,MIA,23,44,27,17,7.9,103.8,109.8,-6,10.3,0.72,14.4,16.2,18.4,17.3,20,61.5,65.1,15.5,103.06,8.4,739
291,Dewayne Dedmon,ATL,30,44,17,27,17.6,107.4,108.1,-0.7,4.1,0.39,6.3,7.5,24.1,15.7,16.4,44.3,47.3,17.9,100.29,6.5,1609
291,Keita Bates-Diop,DEN,24,44,10,34,16.9,100.3,110.9,-10.6,6.4,1.76,9.6,3,13.1,7.8,5.4,50,53.9,15.6,103.31,8.6,1601
291,Marc Gasol,TOR,35,44,35,9,26.4,109,98.9,10.1,17.3,2.49,29.1,2.7,18.7,11.2,11.7,52.9,55.1,13.3,101.9,9.6,2474
291,Marko Guduric,MEM,25,44,19,25,11,104.4,107.1,-2.6,12.7,1.25,18.2,2.8,11.5,7.2,14.6,47.5,51.4,16.8,105.41,6.6,1062
291,Quinn Cook,LAL,27,44,31,13,11.5,107,102.5,4.5,13.9,1.48,16.3,2,7.1,4.6,11,49.8,50.9,20.1,103.66,7.2,1100
291,Richaun Holmes,SAC,26,44,16,28,28.2,110.8,109.6,1.2,5,0.81,8.5,10.1,19.1,14.5,10.6,64.8,68.1,15.6,98.72,11.5,2547
299,Daniel Gafford,CHI,21,43,15,28,14.2,102.6,104.5,-1.9,5.1,0.72,10,8.1,9.2,8.7,13.7,70.1,68.6,13.1,102.14,7.6,1294
299,DeAndre' Bembry,ATL,25,43,10,33,21.3,98.9,110.6,-11.8,13,1.35,20.7,3.4,12.3,7.7,15.3,48.9,50,13.7,105.69,6.9,2006
299,Draymond Green,GSW,30,43,10,33,28.4,103.2,110.4,-7.2,31,2.71,37.1,1.8,19.2,10.4,13.7,44.6,48.9,15.6,102.94,10,2618
299,Shaquille Harrison,CHI,26,43,14,29,11.3,106.5,99.7,6.8,14.7,2.58,19.1,4.2,13.9,8.7,7.4,51.5,55.9,17.6,101.88,11.4,1024
299,Wendell Carter Jr.,CHI,21,43,15,28,29.2,104.8,105.3,-0.5,6.2,0.71,9.5,10.2,21.6,15.6,13.4,54.2,59,16.2,100.79,10.3,2630
304,Aron Baynes,PHX,33,42,19,23,22.2,110.2,111.7,-1.5,10.8,1.34,12.7,7.5,17.8,12.6,9.5,55.8,58.1,20.5,103.02,9.4,1998
304,Gary Clark,ORL,25,42,23,19,13.5,104.2,109.3,-5.1,4.3,1.7,10.4,5.8,11.6,8.6,6.1,55.3,56.8,10.5,104.16,6.5,1232
306,John Collins,ATL,22,41,15,26,33.2,107,112.1,-5.1,7.5,0.8,7.5,8,20.8,14.4,9.3,63.2,65.9,22.4,104.32,15.2,2956
306,Matt Thomas,TOR,25,41,31,10,10.7,106,101.8,4.2,7.6,1.38,11.5,1.8,10,6,8.3,64.3,65,15.2,103.96,9.3,965
306,Terance Mann,LAC,23,41,27,14,8.8,103.1,103,0.1,20.9,2.94,32.7,2.6,11.2,7,11.1,51.3,54.5,12.3,105.91,7.4,796
306,Thabo Sefolosha,HOU,36,41,27,14,10.6,110.7,106.7,3.9,7.4,1.67,18.7,4.3,15.2,9.6,11.2,48.9,48.7,10,106.61,6.4,967
310,Alfonzo McKinnie,CLE,27,40,11,29,14.8,105.6,113,-7.4,3.2,0.54,6.2,6.1,13.1,9.5,11.6,46.8,49.3,14.7,101.43,4.7,1254
310,Dwight Powell,DAL,28,40,25,15,26.5,116.3,107.4,8.9,7.6,1.64,15.8,7.1,13.2,10.2,9.7,65.9,67.7,12.6,99.41,9.4,2196
310,Dzanan Musa,BKN,21,40,20,20,12.2,102.5,105.1,-2.5,13.1,1.19,15.5,3.9,11.7,7.9,13,42.7,48.4,19.3,105.02,7.4,1068
310,Isaiah Thomas,WAS,31,40,14,26,23.1,109.8,120.2,-10.4,22.4,1.9,21.3,1.1,6.3,3.6,11.3,50,53.1,23.6,105.14,7,2030
310,John Henson,DET,29,40,8,32,15,104,104.7,-0.7,13.3,1.5,19.2,7.7,19.1,13.4,12.8,57.9,57.8,16,100.77,10.8,1255
310,Shake Milton,PHI,23,40,23,17,20.1,113.9,113.8,0.1,18.2,2.21,22.8,1.8,9.3,5.5,10.3,58.8,61.7,18.6,100.19,8.4,1678
316,Clint Capela,ATL,26,39,22,17,32.8,110,107.4,2.5,5.6,0.76,8.8,11.8,26.5,19.1,11.6,62.9,62.6,15.6,104.64,14.3,2784
316,Deonte Burton,OKC,26,39,22,17,9.1,91.3,104.1,-12.7,7.6,0.89,10.2,1.7,11.9,6.9,11.4,38.4,39.6,17.3,105.82,3.5,786
